transaction_id,customer_id,product_category,purchase_value,discount_used,purchase_date,is_refunded,refund_date,refund_reason
8374,5248,fashion,155.22,0,2021-11-06,0,,
8375,956,fashion,165.6,1,2019-10-25,1,1572912000000000000,changed_mind
8376,6596,fashion,94.01,0,2020-12-28,0,,
8377,8902,sports,44.83,0,2024-01-04,1,1705190400000000000,late_delivery
8378,5787,sports,243.18,0,2024-05-11,0,,
8379,8634,electronics,651.02,0,2020-02-08,0,,
8380,168,sports,173.01,0,2023-10-26,0,,
8381,1752,sports,186.82,1,2019-12-02,0,,
8382,7223,fashion,126.86,0,2021-04-04,0,,
8383,3655,sports,269.23,1,2022-10-14,0,,
8384,8760,beauty,286.6,0,2024-05-31,0,,
8385,926,home,472.48,0,2024-07-21,1,1722729600000000000,late_delivery
8386,1021,electronics,999.94,0,2023-04-05,0,,
8387,1033,fashion,162.28,0,2022-07-08,0,,
8388,1220,beauty,33.9,0,2023-10-17,0,,
8389,8135,electronics,1041.57,0,2021-11-12,0,,
8390,9216,sports,40.23,0,2022-01-08,0,,
8391,1017,beauty,228.93,1,2024-01-15,1,1705881600000000000,changed_mind
8392,7924,toys,21.86,0,2021-08-22,0,,
8393,1534,beauty,120.83,0,2019-06-21,0,,
8394,4114,toys,22.89,0,2019-01-02,0,,
8395,1390,sports,144.17,0,2019-06-16,0,,
8396,7016,home,229.4,0,2023-01-07,0,,
8397,5585,home,62.11,0,2024-02-16,0,,
8398,6432,electronics,1022.02,0,2024-06-29,1,1721952000000000000,changed_mind
8399,6482,beauty,259.17,0,2021-10-05,0,,
8400,1857,electronics,976.88,1,2021-01-09,0,,
8401,9685,fashion,155.62,1,2024-09-18,0,,
8402,1335,home,385.4,0,2023-03-14,0,,
8403,6589,sports,282.5,1,2022-07-19,0,,
8404,685,sports,181.39,0,2023-05-14,0,,
8405,3253,home,308.02,0,2022-04-01,0,,
8406,1471,electronics,1052.91,0,2023-07-24,0,,
8407,9798,home,200.73,1,2022-06-13,0,,
8408,468,toys,13.51,1,2023-06-04,0,,
8409,6390,electronics,937.35,0,2019-06-04,0,,
8410,9654,home,157.11,1,2024-04-06,0,,
8411,984,sports,152.79,1,2022-12-21,0,,
8412,5140,fashion,58.47,0,2024-01-17,0,,
8413,6372,sports,251.59,1,2023-03-01,0,,
8414,2886,sports,288.32,0,2023-11-02,1,1699401600000000000,wrong_item
8415,3814,fashion,28.8,0,2020-01-18,0,,
8416,7426,home,147.35,0,2023-07-20,0,,
8417,5704,beauty,73.08,0,2024-11-22,0,,
8418,8554,electronics,856.86,0,2021-03-11,0,,
8419,2552,sports,140.03,0,2021-09-08,0,,
8420,7410,sports,147.75,1,2022-02-12,0,,
8421,3390,toys,21.0,0,2019-10-31,0,,
8422,6526,home,230.78,1,2024-06-27,0,,
8423,2351,toys,31.23,1,2022-02-17,0,,
8424,26,toys,52.78,0,2021-06-14,0,,
8425,8538,fashion,54.76,0,2021-08-13,1,1629590400000000000,wrong_item
8426,909,electronics,795.55,0,2024-11-03,0,,
8427,3086,fashion,80.44,1,2019-05-03,0,,
8428,7828,beauty,116.96,0,2022-06-10,0,,
8429,5289,electronics,470.83,1,2021-01-18,0,,
8430,7249,electronics,857.53,0,2021-04-20,0,,
8431,3095,fashion,109.99,1,2020-09-15,0,,
8432,4835,electronics,1044.31,0,2020-03-24,0,,
8433,5637,toys,26.91,1,2022-06-09,0,,
8434,4455,electronics,192.13,0,2024-12-10,0,,
8435,1555,toys,22.74,1,2019-07-07,0,,
8436,7684,toys,34.03,0,2019-03-23,1,1553817600000000000,damaged
8437,1193,beauty,70.3,0,2023-10-15,1,1697932800000000000,wrong_item
8438,1789,toys,15.85,0,2021-02-11,0,,
8439,9128,beauty,144.69,0,2019-12-23,0,,
8440,8568,fashion,128.31,0,2022-12-09,0,,
8441,2696,beauty,230.44,0,2019-06-06,0,,
8442,4235,beauty,131.64,0,2019-01-07,1,1548892800000000000,late_delivery
8443,7469,beauty,153.85,0,2019-01-12,0,,
8444,1958,fashion,140.88,1,2022-03-10,0,,
8445,2411,beauty,118.76,0,2024-05-07,0,,
8446,5458,fashion,145.56,0,2023-01-01,0,,
8447,9996,beauty,290.87,0,2019-04-11,0,,
8448,8681,beauty,266.53,0,2021-02-20,0,,
8449,214,home,248.65,0,2024-04-22,1,1715731200000000000,changed_mind
8450,9126,electronics,758.49,0,2023-06-24,0,,
8451,802,fashion,134.63,0,2019-04-05,0,,
8452,789,sports,117.8,0,2019-08-31,0,,
8453,6977,beauty,243.79,1,2024-07-14,0,,
8454,6180,beauty,142.34,1,2023-02-25,0,,
8455,9603,fashion,155.49,1,2023-03-26,0,,
8456,2387,sports,91.33,0,2021-06-29,0,,
8457,9046,beauty,23.19,0,2022-02-21,0,,
8458,9243,beauty,197.15,0,2024-09-06,0,,
8459,2117,fashion,92.3,0,2023-06-21,0,,
8460,3337,home,67.52,0,2022-11-09,0,,
8461,7407,home,264.3,0,2021-07-19,0,,
8462,9428,toys,21.8,0,2024-10-28,0,,
8463,8583,electronics,811.24,1,2020-08-13,0,,
8464,2216,sports,144.61,0,2024-01-06,0,,
8465,6218,home,118.72,1,2021-04-22,0,,
8466,4811,beauty,135.34,0,2019-05-26,0,,
8467,3077,sports,85.16,1,2022-01-30,0,,
8468,6051,sports,202.87,1,2020-11-26,0,,
8469,9784,fashion,67.22,0,2024-06-18,0,,
8470,6204,home,418.13,0,2019-01-29,0,,
8471,508,sports,23.97,0,2021-03-17,1,1617667200000000000,damaged
8472,5678,beauty,132.96,1,2024-09-29,0,,
8473,7208,home,323.86,1,2019-12-11,1,1576800000000000000,damaged
8474,2048,toys,11.58,0,2024-05-23,0,,
8475,142,home,139.29,0,2019-04-07,0,,
8476,4571,electronics,493.79,0,2024-04-06,0,,
8477,6715,sports,26.12,1,2021-07-04,0,,
8478,8078,sports,173.07,0,2020-06-25,0,,
8479,5465,home,330.2,0,2020-06-21,0,,
8480,6501,home,144.66,1,2020-05-15,0,,
8481,2838,sports,172.18,0,2024-12-14,0,,
8482,3512,electronics,1199.08,0,2020-03-02,0,,
8483,7059,fashion,161.91,0,2021-10-13,0,,
8484,7916,toys,14.11,0,2020-02-27,0,,
8485,9825,home,98.83,0,2022-04-25,1,1650931200000000000,damaged
8486,8528,sports,158.43,0,2024-09-25,0,,
8487,3681,beauty,88.66,1,2021-09-19,0,,
8488,7230,toys,15.67,0,2019-04-27,0,,
8489,3365,sports,91.28,0,2022-09-29,0,,
8490,874,beauty,37.13,1,2020-02-29,0,,
8491,3391,sports,168.38,0,2020-07-22,0,,
8492,7750,sports,157.27,1,2020-08-17,0,,
8493,4027,home,42.91,1,2019-02-26,0,,
8494,9723,fashion,97.2,1,2020-07-28,0,,
8495,46,home,279.11,0,2019-06-24,0,,
8496,3608,fashion,116.91,0,2023-03-02,0,,
8497,3560,electronics,1168.6,0,2019-12-07,0,,
8498,7396,electronics,1181.83,1,2021-07-08,0,,
8499,7710,home,282.39,0,2024-09-08,0,,
8500,4103,fashion,155.23,1,2021-05-27,1,1622505600000000000,late_delivery
8501,1691,fashion,33.63,0,2020-06-19,0,,
8502,8477,beauty,168.72,0,2022-01-08,0,,
8503,2090,toys,57.52,0,2024-04-08,0,,
8504,4678,sports,178.12,0,2020-04-11,0,,
8505,6942,sports,84.6,1,2024-05-21,1,1717027200000000000,late_delivery
8506,4246,fashion,30.03,1,2021-11-16,0,,
8507,8412,home,217.87,1,2023-07-20,0,,
8508,6739,electronics,830.02,1,2022-12-05,0,,
8509,3157,beauty,297.68,1,2020-01-26,0,,
8510,6083,electronics,398.36,0,2021-07-27,0,,
8511,9988,electronics,1113.68,0,2019-05-03,0,,
8512,9276,electronics,221.67,1,2022-12-11,0,,
8513,7026,beauty,280.68,0,2022-11-15,0,,
8514,6768,beauty,253.06,0,2020-05-21,0,,
8515,5307,toys,11.47,1,2024-04-02,0,,
8516,9642,electronics,463.09,0,2019-07-22,0,,
8517,3535,sports,34.27,1,2020-12-10,0,,
8518,2649,beauty,298.74,1,2024-02-20,0,,
8519,2423,beauty,139.8,0,2024-06-02,0,,
8520,4893,beauty,205.41,0,2019-03-13,0,,
8521,3415,home,147.73,0,2024-04-22,0,,
8522,6504,fashion,169.4,0,2021-04-08,0,,
8523,4892,home,166.12,1,2020-03-30,0,,
8524,6052,sports,92.86,1,2024-05-11,0,,
8525,6540,beauty,108.09,0,2024-06-26,0,,
8526,6734,home,252.75,0,2022-05-10,1,1652745600000000000,wrong_item
8527,3367,fashion,22.97,1,2024-06-13,0,,
8528,6315,electronics,777.73,0,2023-02-28,0,,
8529,4392,electronics,183.25,0,2022-02-06,1,1644537600000000000,wrong_item
8530,9327,electronics,716.16,1,2019-07-27,0,,
8531,3460,beauty,148.21,1,2024-04-09,0,,
8532,389,home,151.57,0,2020-09-03,0,,
8533,212,sports,112.34,0,2021-08-03,0,,
8534,640,home,364.6,0,2023-08-18,0,,
8535,5713,electronics,160.08,0,2021-03-30,0,,
8536,964,sports,108.66,0,2023-02-05,0,,
8537,3655,toys,57.62,0,2024-09-17,1,1728604800000000000,wrong_item
8538,265,beauty,62.64,0,2022-11-23,0,,
8539,3442,home,297.78,1,2021-09-11,0,,
8540,5749,beauty,67.3,0,2021-06-16,0,,
8541,2842,fashion,44.76,0,2022-05-11,0,,
8542,1796,beauty,236.24,0,2019-08-31,0,,
8543,5553,home,162.6,0,2024-06-11,0,,
8544,5657,toys,36.3,0,2024-02-16,0,,
8545,6491,home,375.81,0,2021-06-05,0,,
8546,9153,home,122.58,1,2022-11-10,0,,
8547,7310,electronics,708.32,1,2023-05-24,0,,
8548,6629,electronics,1113.71,0,2023-04-26,0,,
8549,3413,electronics,731.52,1,2021-12-24,0,,
8550,7842,sports,33.68,0,2024-07-10,0,,
8551,4887,toys,51.28,0,2024-01-28,1,1708300800000000000,changed_mind
8552,8307,home,81.47,0,2021-08-30,0,,
8553,7705,sports,98.99,0,2021-06-01,0,,
8554,8892,toys,69.48,0,2024-01-20,0,,
8555,5488,beauty,23.1,1,2022-11-01,0,,
8556,4704,toys,15.39,0,2020-12-01,0,,
8557,8411,sports,121.74,1,2020-10-08,0,,
8558,6470,sports,299.83,0,2024-11-17,0,,
8559,4257,fashion,66.7,1,2024-10-10,0,,
8560,2774,sports,64.04,0,2020-10-22,0,,
8561,3950,sports,173.84,0,2020-04-10,0,,
8562,7356,sports,165.39,0,2023-03-19,0,,
8563,2052,electronics,622.1,0,2023-08-01,0,,
8564,5440,electronics,1143.99,1,2022-06-07,0,,
8565,7434,home,168.87,1,2020-07-14,0,,
8566,322,home,174.93,0,2021-08-02,0,,
8567,5407,toys,19.82,1,2021-01-10,0,,
8568,1010,electronics,882.15,0,2024-08-16,0,,
8569,2500,electronics,487.44,1,2024-01-17,0,,
8570,5943,home,409.26,0,2024-03-30,0,,
8571,8252,beauty,292.09,1,2019-05-07,0,,
8572,9327,home,60.1,0,2022-05-05,0,,
8573,8822,home,496.84,0,2023-02-25,0,,
8574,164,toys,27.79,1,2019-11-17,0,,
8575,9748,toys,39.41,1,2023-09-25,0,,
8576,1606,beauty,237.77,0,2021-01-20,0,,
8577,190,electronics,848.6,1,2021-01-31,0,,
8578,2792,electronics,967.36,1,2019-05-26,0,,
8579,3391,sports,150.57,0,2019-07-08,0,,
8580,7058,home,461.39,1,2020-01-18,1,1581033600000000000,wrong_item
8581,4013,sports,241.18,1,2019-04-05,0,,
8582,9288,electronics,474.69,1,2019-03-23,1,1553904000000000000,changed_mind
8583,6749,sports,285.57,1,2024-10-22,0,,
8584,4412,beauty,289.1,0,2021-09-11,0,,
8585,2663,beauty,136.21,1,2019-04-29,0,,
8586,5619,fashion,124.31,0,2023-08-12,0,,
8587,1997,toys,67.03,0,2022-03-25,0,,
8588,4001,beauty,248.84,0,2019-12-23,0,,
8589,278,fashion,22.26,0,2024-10-26,1,1730332800000000000,late_delivery
8590,1451,electronics,810.46,0,2021-06-26,0,,
8591,5134,sports,292.64,0,2023-03-30,1,1681862400000000000,late_delivery
8592,9204,beauty,84.78,1,2024-10-26,0,,
8593,1459,fashion,147.3,0,2019-03-23,0,,
8594,5082,sports,169.59,0,2021-02-05,0,,
8595,2535,sports,82.01,0,2019-01-21,0,,
8596,3712,fashion,28.17,0,2024-03-04,0,,
8597,1441,electronics,947.92,0,2024-08-25,0,,
8598,7387,fashion,70.64,0,2024-07-06,0,,
8599,7008,toys,36.29,0,2023-01-16,0,,
8600,138,fashion,97.64,0,2023-12-17,0,,
8601,9968,electronics,682.55,0,2023-08-31,0,,
8602,5906,toys,24.43,0,2022-05-04,0,,
8603,6765,beauty,207.78,1,2019-08-10,0,,
8604,837,sports,213.91,1,2024-09-20,0,,
8605,2386,home,105.46,0,2024-06-28,0,,
8606,7435,fashion,105.27,0,2024-12-21,0,,
8607,949,electronics,789.72,0,2019-02-18,0,,
8608,3219,home,125.68,0,2021-06-29,0,,
8609,5027,fashion,163.11,0,2021-04-07,0,,
8610,4909,sports,155.19,0,2021-02-23,0,,
8611,9361,beauty,52.21,0,2019-12-03,1,1576886400000000000,late_delivery
8612,9490,electronics,501.12,0,2021-04-24,0,,
8613,1469,fashion,96.31,0,2023-09-18,1,1696723200000000000,late_delivery
8614,6342,beauty,22.84,1,2020-12-26,0,,
8615,3620,toys,12.23,0,2023-03-13,0,,
8616,5204,fashion,28.88,0,2023-08-07,0,,
8617,4902,home,287.54,1,2019-07-28,0,,
8618,4693,toys,33.53,1,2022-11-01,0,,
8619,9014,fashion,162.9,1,2022-06-13,0,,
8620,5635,electronics,737.2,0,2022-06-27,1,1658448000000000000,damaged
8621,1973,home,389.55,0,2023-04-28,0,,
8622,119,fashion,129.94,0,2020-06-24,0,,
8623,9147,home,279.35,0,2022-06-23,0,,
8624,9119,toys,62.13,0,2022-12-29,0,,
8625,7560,home,290.56,1,2022-01-07,0,,
8626,1972,beauty,127.93,0,2022-11-21,0,,
8627,5358,sports,142.03,0,2022-04-15,0,,
8628,7632,beauty,254.78,1,2022-05-03,0,,
8629,5548,electronics,741.44,0,2024-04-09,0,,
8630,6411,electronics,546.16,0,2020-06-12,0,,
8631,2475,beauty,70.33,1,2024-11-03,0,,
8632,667,sports,158.7,0,2024-01-20,1,1707523200000000000,wrong_item
8633,7234,toys,27.67,0,2022-06-07,0,,
8634,1391,toys,76.89,0,2022-05-29,0,,
8635,5926,fashion,98.56,1,2023-03-18,0,,
8636,9569,home,44.12,1,2022-03-26,0,,
8637,9229,electronics,247.52,0,2020-06-28,0,,
8638,4771,fashion,65.49,0,2022-12-07,0,,
8639,1873,home,82.39,0,2019-02-06,0,,
8640,6583,home,451.22,0,2024-08-19,0,,
8641,3566,beauty,259.22,0,2020-02-22,0,,
8642,8217,home,486.6,0,2021-02-25,0,,
8643,6694,home,364.97,0,2021-12-10,0,,
8644,4677,sports,200.73,1,2023-10-26,0,,
8645,1635,toys,74.64,1,2023-01-19,1,1675382400000000000,changed_mind
8646,7727,home,475.34,0,2021-05-16,0,,
8647,2681,sports,265.7,0,2024-02-01,0,,
8648,4609,electronics,1054.55,0,2019-07-15,0,,
8649,9261,beauty,208.08,0,2023-12-02,0,,
8650,3692,fashion,20.26,0,2024-08-04,1,1722988800000000000,wrong_item
8651,6453,toys,40.07,0,2024-04-05,0,,
8652,2343,beauty,197.99,1,2024-01-01,0,,
8653,2357,home,291.68,0,2020-02-01,0,,
8654,9115,beauty,249.92,0,2019-05-14,0,,
8655,6988,toys,67.32,0,2023-04-19,0,,
8656,4952,home,315.39,0,2022-08-09,0,,
8657,7648,electronics,173.09,0,2023-02-05,1,1677628800000000000,late_delivery
8658,472,electronics,537.8,1,2023-09-26,0,,
8659,7104,sports,84.07,0,2024-08-27,0,,
8660,258,fashion,74.21,0,2024-05-22,0,,
8661,7681,fashion,118.77,0,2023-01-28,0,,
8662,7052,home,70.57,0,2023-07-13,0,,
8663,5614,toys,11.56,0,2021-06-22,0,,
8664,7477,toys,40.58,0,2021-02-21,0,,
8665,2672,fashion,146.97,1,2022-10-06,0,,
8666,4553,home,54.12,0,2024-06-19,0,,
8667,7360,fashion,155.85,0,2019-06-06,0,,
8668,7232,fashion,81.42,1,2023-04-19,0,,
8669,115,home,94.39,1,2023-04-26,0,,
8670,2249,home,301.05,0,2022-02-16,0,,
8671,3619,beauty,286.66,0,2021-04-02,0,,
8672,3063,toys,47.98,0,2020-01-22,0,,
8673,8072,toys,58.06,0,2024-04-22,0,,
8674,6464,electronics,1007.24,0,2020-07-10,0,,
8675,7717,fashion,147.89,1,2019-12-03,0,,
8676,6817,electronics,226.77,1,2020-12-29,0,,
8677,5891,sports,227.48,0,2019-01-21,0,,
8678,269,home,476.75,1,2020-06-23,0,,
8679,3532,fashion,132.1,1,2019-06-12,0,,
8680,1558,beauty,254.2,0,2021-01-10,0,,
8681,1493,electronics,659.83,1,2019-11-04,0,,
8682,1639,sports,109.34,1,2020-09-12,0,,
8683,431,sports,209.35,1,2022-10-21,0,,
8684,3097,toys,44.45,0,2024-12-13,0,,
8685,7998,electronics,1090.05,0,2022-05-06,1,1652659200000000000,changed_mind
8686,8925,toys,78.21,0,2024-08-07,0,,
8687,3515,beauty,249.54,0,2019-05-15,1,1558396800000000000,changed_mind
8688,2566,beauty,297.95,1,2020-03-13,0,,
8689,1783,beauty,117.54,0,2023-01-26,0,,
8690,1711,toys,72.7,1,2024-03-29,0,,
8691,5798,home,191.77,0,2019-07-01,0,,
8692,4075,beauty,53.05,0,2024-02-07,0,,
8693,3780,sports,193.98,0,2022-04-09,0,,
8694,5941,toys,41.85,1,2019-11-26,0,,
8695,852,electronics,1117.78,0,2024-12-05,0,,
8696,304,sports,157.81,0,2022-01-21,0,,
8697,6021,toys,74.93,0,2019-12-12,0,,
8698,5394,home,76.17,0,2023-12-29,0,,
8699,7129,fashion,152.88,0,2019-11-05,0,,
8700,420,home,389.19,0,2024-07-26,0,,
8701,4517,home,371.19,0,2019-03-22,0,,
8702,7741,beauty,119.44,1,2024-11-06,0,,
8703,4281,beauty,239.45,1,2019-03-25,0,,
8704,5168,home,262.32,1,2020-07-22,0,,
8705,4531,fashion,134.43,0,2021-08-26,1,1632182400000000000,late_delivery
8706,9961,sports,174.62,1,2023-08-05,0,,
8707,5686,fashion,45.19,0,2022-10-15,0,,
8708,46,toys,14.52,1,2020-12-18,0,,
8709,1380,electronics,534.5,0,2019-04-13,0,,
8710,7117,fashion,169.25,0,2019-05-18,1,1558915200000000000,changed_mind
8711,9269,toys,47.08,0,2024-08-16,0,,
8712,844,beauty,244.61,1,2024-10-31,0,,
8713,5848,home,304.94,0,2020-01-07,0,,
8714,5961,fashion,173.26,0,2021-11-17,0,,
8715,3282,sports,123.45,1,2020-05-13,0,,
8716,283,beauty,35.97,0,2022-01-24,0,,
8717,7173,fashion,144.91,0,2024-01-12,0,,
8718,5389,toys,59.38,0,2023-12-19,0,,
8719,4800,electronics,703.91,0,2022-05-22,0,,
8720,51,home,190.14,0,2021-05-19,0,,
8721,8978,electronics,347.68,0,2020-12-21,0,,
8722,3255,toys,43.76,0,2020-11-14,0,,
8723,8269,beauty,206.54,0,2023-12-06,0,,
8724,510,home,306.29,0,2021-09-23,0,,
8725,1540,electronics,609.37,0,2021-08-24,0,,
8726,9328,sports,171.11,1,2019-02-20,1,1551052800000000000,changed_mind
8727,2327,home,89.66,0,2019-10-23,0,,
8728,4903,home,360.09,0,2020-01-12,0,,
8729,3931,home,377.76,0,2024-02-02,0,,
8730,4845,beauty,23.21,0,2020-09-30,0,,
8731,4677,home,164.44,1,2024-11-20,0,,
8732,5308,beauty,45.79,0,2020-01-25,0,,
8733,5700,fashion,179.72,1,2020-07-31,0,,
8734,465,fashion,114.93,0,2024-06-06,0,,
8735,888,toys,42.6,0,2023-03-16,0,,
8736,9035,fashion,94.08,0,2023-01-26,0,,
8737,9586,fashion,174.36,0,2019-08-15,0,,
8738,8281,toys,56.19,0,2023-08-25,0,,
8739,4960,beauty,67.22,0,2019-04-13,0,,
8740,8187,home,246.15,0,2021-11-16,0,,
8741,9727,fashion,143.87,0,2024-08-08,0,,
8742,1143,beauty,138.54,1,2021-03-03,0,,
8743,3066,home,182.39,0,2021-06-24,0,,
8744,7288,electronics,1190.78,0,2023-06-01,0,,
8745,6280,toys,75.49,0,2024-06-27,0,,
8746,9497,home,473.12,0,2024-08-20,0,,
8747,6680,toys,19.22,0,2024-10-07,0,,
8748,4519,toys,26.4,1,2021-12-14,0,,
8749,7178,sports,143.78,0,2023-07-04,0,,
8750,9321,home,422.78,0,2022-02-13,0,,
8751,2731,toys,61.58,0,2020-08-03,0,,
8752,7814,electronics,1042.15,0,2024-02-22,0,,
8753,4828,beauty,277.81,1,2022-05-16,0,,
8754,8165,home,399.15,1,2022-11-10,0,,
8755,5213,home,160.41,1,2020-09-22,0,,
8756,2297,toys,29.98,0,2024-09-19,0,,
8757,7698,sports,118.7,0,2020-07-26,1,1598140800000000000,changed_mind
8758,5473,beauty,104.86,0,2019-01-08,0,,
8759,7234,beauty,89.75,1,2021-08-22,0,,
8760,1285,beauty,230.7,1,2024-10-18,0,,
8761,9055,electronics,185.69,0,2023-04-18,0,,
8762,3500,electronics,914.81,0,2019-08-11,0,,
8763,1193,toys,67.65,1,2021-12-28,0,,
8764,9261,fashion,30.57,0,2023-01-31,0,,
8765,4807,sports,37.32,0,2019-11-20,0,,
8766,7194,fashion,65.67,0,2023-05-20,1,1686873600000000000,changed_mind
8767,8701,home,135.82,0,2021-02-14,0,,
8768,8367,home,307.32,0,2019-07-22,0,,
8769,9944,fashion,128.07,1,2022-03-02,0,,
8770,3355,fashion,121.46,0,2024-04-22,0,,
8771,7852,electronics,525.21,0,2023-05-27,0,,
8772,9348,sports,159.55,0,2023-06-11,0,,
8773,6294,fashion,122.4,0,2024-09-04,0,,
8774,8172,toys,18.36,0,2023-02-17,0,,
8775,710,home,145.58,0,2020-12-05,0,,
8776,6096,toys,72.33,0,2020-04-22,0,,
8777,9112,beauty,115.85,0,2019-12-14,0,,
8778,9912,toys,66.08,0,2021-01-08,0,,
8779,5038,home,155.46,1,2022-12-15,0,,
8780,4946,beauty,31.66,0,2019-01-05,0,,
8781,700,sports,160.11,0,2021-05-03,0,,
8782,2879,fashion,162.8,1,2022-05-13,0,,
8783,4460,home,416.87,1,2024-07-03,0,,
8784,5502,toys,27.71,0,2023-06-24,0,,
8785,2249,toys,73.7,0,2021-06-09,0,,
8786,3342,sports,154.32,0,2024-11-28,0,,
8787,8711,electronics,201.45,0,2022-12-06,1,1671408000000000000,damaged
8788,4101,fashion,24.47,0,2021-03-10,0,,
8789,7949,sports,155.83,0,2023-09-06,0,,
8790,77,toys,48.24,0,2023-07-29,0,,
8791,5767,fashion,32.79,1,2021-07-13,0,,
8792,483,sports,278.23,1,2021-11-25,0,,
8793,8758,toys,60.28,0,2021-04-08,0,,
8794,4110,toys,66.09,0,2023-03-23,0,,
8795,1555,electronics,763.22,0,2020-08-29,0,,
8796,4984,toys,56.45,1,2021-05-22,0,,
8797,4934,fashion,82.06,1,2024-04-12,0,,
8798,9190,fashion,128.69,0,2022-07-06,0,,
8799,7684,beauty,293.89,0,2024-10-07,0,,
8800,9530,home,337.95,1,2019-07-26,0,,
8801,956,beauty,115.66,0,2024-01-31,0,,
8802,9820,toys,29.97,0,2023-01-03,0,,
8803,6386,sports,289.74,0,2020-01-27,0,,
8804,7974,sports,71.8,1,2021-03-17,0,,
8805,1124,home,410.85,0,2024-02-17,0,,
8806,2292,fashion,94.44,0,2020-01-29,0,,
8807,7619,sports,144.25,0,2023-01-28,0,,
8808,5381,fashion,139.61,1,2019-10-09,0,,
8809,7018,fashion,43.69,1,2020-08-05,0,,
8810,4888,electronics,639.61,1,2020-06-11,0,,
8811,8711,home,56.48,0,2019-01-18,0,,
8812,7512,toys,56.93,0,2020-01-08,0,,
8813,9429,beauty,36.35,0,2023-06-03,0,,
8814,4075,toys,16.11,1,2019-11-19,0,,
8815,9320,fashion,155.17,0,2021-10-16,0,,
8816,517,fashion,90.87,0,2024-10-24,0,,
8817,1217,home,132.45,0,2019-07-17,0,,
8818,8807,home,312.59,0,2024-11-09,0,,
8819,9501,fashion,103.09,0,2023-01-27,0,,
8820,3427,beauty,135.05,0,2022-07-21,0,,
8821,891,electronics,1100.69,1,2024-08-15,0,,
8822,5486,electronics,936.93,0,2024-09-03,0,,
8823,4048,sports,62.45,1,2022-01-23,0,,
8824,2549,sports,179.82,1,2020-03-28,0,,
8825,3325,home,80.82,0,2024-04-20,0,,
8826,8443,electronics,406.89,0,2019-10-30,0,,
8827,3804,electronics,1105.35,0,2023-07-16,0,,
8828,4670,beauty,149.38,0,2022-02-09,0,,
8829,7104,fashion,162.74,1,2021-02-14,0,,
8830,2673,fashion,46.56,0,2020-12-05,0,,
8831,8314,toys,24.37,1,2020-06-27,0,,
8832,6347,home,202.3,1,2021-10-08,1,1635033600000000000,damaged
8833,1749,home,208.51,0,2022-11-27,0,,
8834,2439,beauty,228.68,1,2019-04-19,0,,
8835,6863,sports,187.83,0,2021-08-10,0,,
8836,5454,beauty,174.91,0,2019-03-12,0,,
8837,2248,toys,52.17,0,2024-11-05,0,,
8838,7939,sports,225.01,1,2020-03-15,1,1585353600000000000,damaged
8839,7257,fashion,162.85,1,2020-03-25,0,,
8840,1625,sports,136.13,0,2022-06-27,0,,
8841,834,fashion,148.47,0,2019-03-21,0,,
8842,5882,electronics,669.85,0,2021-09-23,0,,
8843,208,electronics,908.18,0,2022-02-12,0,,
8844,5808,sports,264.95,0,2023-05-27,0,,
8845,3201,beauty,29.02,0,2021-03-23,1,1616716800000000000,changed_mind
8846,7677,sports,173.06,0,2020-02-01,0,,
8847,1799,fashion,178.3,0,2024-03-27,0,,
8848,2950,beauty,158.94,0,2023-07-17,0,,
8849,8823,fashion,158.29,1,2022-08-12,0,,
8850,5421,fashion,49.74,0,2023-07-12,1,1690156800000000000,wrong_item
8851,9311,beauty,189.2,0,2022-08-27,0,,
8852,4301,beauty,263.69,0,2020-07-20,0,,
8853,3539,electronics,603.11,0,2021-01-04,0,,
8854,4550,electronics,661.06,0,2024-12-19,0,,
8855,9442,toys,15.74,0,2019-12-12,0,,
8856,1847,fashion,26.75,0,2019-08-28,0,,
8857,9273,fashion,94.99,0,2022-11-14,1,1670544000000000000,wrong_item
8858,909,home,428.0,0,2024-03-27,0,,
8859,4904,electronics,1127.89,1,2020-08-10,1,1599091200000000000,wrong_item
8860,9188,beauty,204.42,0,2022-07-05,0,,
8861,4096,fashion,152.22,1,2020-04-16,1,1587600000000000000,wrong_item
8862,7790,toys,61.44,0,2022-12-27,0,,
8863,7885,electronics,886.56,0,2023-05-12,0,,
8864,7170,electronics,957.48,1,2021-11-02,0,,
8865,9844,home,272.44,0,2021-01-02,0,,
8866,1651,fashion,93.27,0,2019-12-13,0,,
8867,3599,fashion,45.46,0,2023-06-08,0,,
8868,6118,fashion,155.01,0,2023-03-10,0,,
8869,7946,fashion,27.14,0,2019-02-09,0,,
8870,9404,sports,94.88,0,2020-07-19,0,,
8871,1986,home,279.16,1,2020-03-01,0,,
8872,2628,beauty,292.05,0,2023-09-28,0,,
8873,2269,toys,65.02,1,2021-06-02,1,1625097600000000000,damaged
8874,7193,toys,35.81,0,2021-07-23,0,,
8875,704,toys,59.98,0,2021-08-14,0,,
8876,2165,toys,75.2,0,2022-01-08,0,,
8877,1658,electronics,715.83,0,2024-09-30,0,,
8878,7275,toys,42.34,0,2024-09-29,0,,
8879,8197,home,294.38,1,2022-05-18,0,,
8880,8532,home,183.3,0,2022-02-27,0,,
8881,9534,electronics,1102.72,0,2023-02-25,0,,
8882,8141,beauty,243.24,0,2019-10-06,0,,
8883,474,beauty,217.54,0,2022-10-05,0,,
