customer_id,age,gender,country,acquisition_channel,signup_date,customer_status,loyalty_tier,campaign_id,last_active_date
2133,20.0,Male,Australia,paid_search,2020-11-06,repeat,bronze,154,2021-06-25
2134,61.0,Female,US,referral,2019-11-12,repeat,bronze,732,2022-06-12
2135,56.0,Male,UK,paid_search,2023-05-04,repeat,bronze,652,2023-11-01
2136,,Female,Germany,paid_search,2020-09-14,loyal,silver,468,2023-03-29
2137,62.0,Other,Australia,paid_search,2024-09-20,one_time,none,49,2025-05-29
2138,,Male,US,referral,2020-04-10,repeat,bronze,654,2020-07-27
2139,39.0,Other,Australia,social,2024-06-05,one_time,none,46,2025-01-20
2140,66.0,Female,Spain,paid_search,2020-09-15,loyal,silver,675,2022-11-15
2141,39.0,Other,UK,organic,2019-05-08,loyal,silver,285,2019-09-13
2142,29.0,Male,Netherlands,referral,2024-12-06,repeat,bronze,780,2027-07-05
2143,58.0,Other,Netherlands,Email,2019-06-28,repeat,bronze,628,2020-02-25
2144,22.0,Male,Australia,organic,2021-09-02,one_time,none,82,2022-02-21
2145,36.0,Female,US,referral,2019-10-25,repeat,bronze,44,2021-10-25
2146,32.0,Male,Netherlands,email,2023-08-23,loyal,silver,706,2024-10-14
2147,35.0,Female,US,organic,2020-02-15,repeat,bronze,770,2022-06-06
2148,46.0,Male,Netherlands,email,2021-06-13,one_time,none,273,2022-07-21
2149,20.0,Other,Netherlands,email,2024-11-09,repeat,bronze,394,2025-01-29
2150,46.0,Female,Germany,email,2024-09-17,loyal,silver,786,2027-06-10
2151,66.0,Male,Canada,paid_search,2023-10-15,one_time,none,790,2025-07-29
2152,45.0,Other,Germany,social,2020-12-17,one_time,none,595,2021-05-30
2153,,Male,Germany,email,2023-06-12,repeat,bronze,58,2024-08-25
2154,62.0,Male,France,referral,2024-07-25,loyal,silver,565,2025-12-06
2155,50.0,Female,Germany,social,2019-11-02,one_time,none,1,2020-03-22
2156,56.0,Other,Australia,paid_Search,2019-04-09,one_time,none,216,2020-10-14
2157,47.0,Other,UK,referral,2024-08-25,one_time,none,317,2026-11-17
2158,30.0,Female,Australia,Email,2019-05-25,one_time,none,228,2021-07-07
2159,65.0,Other,Germany,paid_search,2024-07-16,repeat,bronze,473,2024-09-27
2160,19.0,Male,Germany,paid_search,2021-07-26,repeat,bronze,484,2022-09-25
2161,36.0,Female,Spain,referral,2020-08-24,repeat,bronze,766,2022-04-30
2162,19.0,Other,Germany,organic,2021-07-27,repeat,bronze,671,2022-05-13
2163,68.0,Female,France,email,2024-01-19,one_time,none,287,2026-03-01
2164,25.0,Female,Spain,referral,2024-10-29,loyal,silver,511,2026-05-26
2165,38.0,Other,France,social,2021-01-16,repeat,bronze,578,2022-03-09
2166,54.0,Other,Spain,email,2023-07-13,churned,none,458,2024-11-29
2167,49.0,Female,UK,social,2023-09-17,repeat,bronze,95,2024-11-29
2168,61.0,Female,UK,social,2019-04-27,one_time,none,493,2020-12-26
2169,29.0,Male,Netherlands,social,2019-05-31,repeat,bronze,765,2019-07-15
2170,55.0,Male,Australia,organic,2022-05-20,one_time,none,150,2024-04-10
2171,35.0,Other,Spain,referral,2020-01-02,repeat,bronze,23,2022-04-14
2172,60.0,Male,Netherlands,organic,2021-03-12,one_time,none,756,2021-07-21
2173,67.0,Other,Germany,organic,2024-07-22,one_time,none,215,2025-02-22
2174,30.0,Female,Australia,referral,2019-12-02,loyal,silver,399,2022-08-08
2175,39.0,Male,US,email,2024-06-01,one_time,none,410,2027-01-17
2176,27.0,Other,Australia,email,2020-06-05,loyal,silver,131,2020-07-29
2177,62.0,Female,Australia,social,2024-12-03,one_time,none,148,2025-03-14
2178,42.0,Other,Spain,email,2021-04-13,repeat,bronze,381,2022-12-26
2179,,Male,Canada,organic,2020-08-08,repeat,bronze,109,2022-04-02
2180,36.0,Male,France,paid_search,2023-06-01,repeat,bronze,552,2023-07-18
2181,,Male,Germany,social,2019-12-22,one_time,none,121,2022-02-12
2182,23.0,Male,France,organic,2023-09-03,one_time,none,295,2025-04-24
2183,33.0,Male,UK,paid_search,2022-05-14,one_time,none,120,2023-05-10
2184,30.0,Male,Canada,paid_Search,2020-06-07,one_time,none,456,2022-12-12
2185,45.0,Other,Germany,paid_search,2024-09-07,repeat,bronze,530,2026-04-28
2186,56.0,Female,UK,organic,2024-07-16,vip,gold,169,2024-11-19
2187,48.0,Female,UK,referral,2021-05-02,loyal,silver,710,2023-05-28
2188,60.0,Female,UK,paid_search,2019-12-23,loyal,silver,143,2022-05-01
2189,56.0,Female,Canada,email,2023-01-03,loyal,silver,37,2023-02-13
2190,,Other,Canada,Email,2022-11-10,repeat,bronze,698,2022-12-20
2191,21.0,Female,Netherlands,social,2019-04-07,one_time,none,261,2021-10-31
2192,55.0,Other,UK,email,2024-07-25,vip,gold,231,2025-02-02
2193,54.0,Male,Australia,organic,2023-06-02,repeat,bronze,254,2024-04-09
2194,52.0,Other,Germany,paid_search,2024-08-16,repeat,bronze,329,2026-09-13
2195,64.0,Other,Australia,paid_search,2020-02-05,one_time,none,297,2022-07-25
2196,24.0,Male,Australia,paid_search,2021-05-26,repeat,bronze,10,2023-10-07
2197,58.0,Other,Germany,referral,2019-12-24,repeat,bronze,446,2020-09-19
2198,19.0,Other,Canada,organic,2021-09-12,loyal,silver,230,2024-02-15
2199,60.0,Female,Netherlands,paid_search,2019-11-01,repeat,bronze,536,2020-01-14
2200,61.0,Female,US,paid_search,2023-07-02,one_time,none,78,2026-03-27
2201,21.0,Other,US,email,2019-02-22,churned,none,425,2020-11-05
2202,,Other,UK,paid_search,2022-12-25,one_time,none,193,2023-10-05
2203,32.0,Female,Spain,social,2024-07-19,repeat,bronze,401,2024-10-23
2204,39.0,Female,Australia,paid_search,2021-10-31,one_time,none,109,2024-06-04
2205,28.0,Other,Netherlands,referral,2024-04-26,repeat,bronze,792,2026-01-29
2206,52.0,Other,US,referral,2021-11-04,vip,gold,263,2023-07-29
2207,65.0,Male,UK,email,2024-10-25,one_time,none,329,2025-01-04
2208,52.0,Female,Germany,social,2023-07-03,loyal,silver,363,2025-09-27
2209,56.0,Male,France,referral,2022-11-10,one_time,none,378,2025-03-04
2210,69.0,Male,Germany,email,2024-10-22,vip,gold,780,2027-01-15
2211,40.0,Male,Germany,referral,2021-04-23,loyal,silver,341,2022-06-10
2212,41.0,Other,Netherlands,social,2021-11-14,loyal,silver,259,2023-07-25
2213,64.0,Female,Germany,email,2019-09-25,one_time,none,335,2020-06-14
2214,32.0,Male,UK,organic,2020-03-19,churned,none,85,2022-12-09
2215,46.0,Male,Germany,referral,2022-10-12,repeat,bronze,522,2024-10-24
2216,69.0,Other,France,social,2022-01-07,one_time,none,571,2023-06-05
2217,68.0,Other,UK,paid_search,2021-03-11,loyal,silver,308,2023-04-12
2218,44.0,Male,France,social,2019-08-26,one_time,none,262,2021-11-06
2219,22.0,Other,Australia,organic,2020-05-10,loyal,silver,797,2020-07-17
2220,36.0,Male,Canada,paid_search,2024-10-03,one_time,none,631,2024-11-12
2221,58.0,Male,UK,social,2022-12-01,repeat,bronze,680,2024-09-14
2222,62.0,Female,US,email,2020-05-05,repeat,bronze,701,2021-07-17
2223,46.0,Other,Netherlands,paid_search,2021-08-30,one_time,none,452,2022-01-14
2224,32.0,Female,Germany,paid_search,2024-12-03,one_time,none,251,2025-04-05
2225,48.0,Female,Germany,paid_search,2023-07-06,one_time,none,324,2025-11-04
2226,24.0,Other,France,referral,2021-03-12,repeat,bronze,229,2021-07-03
2227,61.0,Male,Australia,referral,2024-07-10,one_time,none,702,2024-10-05
2228,,Male,Germany,email,2019-06-10,repeat,bronze,636,2020-04-27
2229,47.0,Female,Germany,referral,2019-10-20,one_time,none,596,2019-12-04
2230,,Male,UK,paid_search,2022-12-27,one_time,none,297,2024-05-16
2231,30.0,Other,Canada,referral,2019-11-05,repeat,bronze,727,2022-03-21
2232,52.0,Female,Canada,referral,2020-10-17,one_time,none,237,2022-07-13
2233,52.0,Male,Netherlands,Email,2022-05-08,vip,gold,625,2025-01-30
2234,47.0,Other,US,paid_search,2021-10-18,loyal,silver,217,2022-04-30
2235,,Other,Spain,email,2020-08-11,repeat,bronze,246,2021-11-20
2236,21.0,Female,France,organic,2021-10-08,repeat,bronze,448,2023-11-03
2237,47.0,Other,Canada,organic,2020-05-20,loyal,silver,319,2022-04-05
2238,43.0,Other,Spain,social,2019-04-23,one_time,none,432,2021-07-16
2239,65.0,Female,Spain,email,2023-08-30,one_time,none,404,2024-11-04
2240,19.0,Male,Canada,social,2021-04-08,one_time,none,37,2023-12-03
2241,52.0,Other,Spain,paid_search,2021-10-12,loyal,silver,576,2022-12-01
2242,23.0,Female,France,referral,2019-09-21,one_time,none,731,2022-05-31
2243,59.0,Other,Spain,social,2019-10-17,repeat,bronze,342,2020-04-01
2244,27.0,Other,Australia,paid_search,2021-12-09,churned,none,389,2023-12-24
2245,54.0,Male,Spain,email,2021-10-28,loyal,silver,34,2024-02-18
2246,61.0,Female,UK,referral,2022-02-13,repeat,bronze,39,2024-03-05
2247,42.0,Female,Germany,paid_search,2020-01-24,one_time,none,579,2021-08-06
2248,41.0,Female,Germany,social,2024-11-19,loyal,silver,209,2027-03-04
2249,,Female,US,paid_search,2024-02-01,repeat,bronze,152,2024-12-19
2250,32.0,Male,Australia,referral,2022-03-29,one_time,none,365,2023-08-15
2251,64.0,Male,Spain,social,2022-11-29,one_time,none,199,2025-05-26
2252,36.0,Other,France,referral,2022-09-12,vip,gold,601,2024-01-16
2253,45.0,Female,Spain,social,2020-05-24,repeat,bronze,760,2022-09-13
2254,22.0,Other,Netherlands,social,2020-07-29,loyal,silver,79,2021-09-04
2255,69.0,Other,Germany,referral,2019-09-25,loyal,silver,477,2020-04-03
2256,54.0,Female,Germany,organic,2024-05-14,repeat,bronze,434,2026-03-16
2257,33.0,Female,Netherlands,paid_search,2020-01-26,repeat,bronze,797,2020-04-08
2258,28.0,Female,US,referral,2021-01-07,repeat,bronze,32,2023-06-20
2259,40.0,Female,US,social,2022-04-18,one_time,none,87,2022-08-08
2260,32.0,Female,Canada,Email,2019-06-02,repeat,bronze,551,2021-12-09
2261,40.0,Male,US,social,2023-02-11,loyal,silver,393,2024-12-07
2262,26.0,Other,UK,paid_Search,2024-07-16,repeat,bronze,613,2026-02-04
2263,33.0,Female,Canada,social,2024-08-23,loyal,silver,244,2026-12-16
2264,,Other,Spain,referral,2021-11-12,repeat,bronze,232,2024-04-21
2265,20.0,Male,France,organic,2020-09-15,repeat,bronze,580,2022-03-17
2266,69.0,Female,France,organic,2022-01-09,repeat,bronze,192,2023-03-25
2267,,Other,US,email,2022-12-10,repeat,bronze,540,2023-12-15
2268,53.0,Male,US,paid_search,2021-03-16,repeat,bronze,270,2023-03-26
2269,33.0,Female,UK,social,2020-06-26,one_time,none,738,2022-04-10
2270,36.0,Male,France,email,2021-01-18,repeat,bronze,77,2021-05-16
2271,33.0,Female,Netherlands,referral,2022-08-21,one_time,none,735,2024-06-20
2272,38.0,Male,France,organic,2023-07-19,one_time,none,167,2024-04-03
2273,49.0,Other,US,Email,2021-03-15,repeat,bronze,284,2021-05-01
2274,53.0,Male,France,paid_search,2023-01-05,repeat,bronze,704,2025-04-14
2275,,Male,France,referral,2023-07-30,churned,none,89,2025-07-01
2276,21.0,Male,Australia,email,2023-05-02,repeat,bronze,544,2025-10-11
2277,27.0,Male,US,paid_Search,2020-10-28,repeat,bronze,649,2023-05-05
2278,68.0,Female,UK,referral,2022-10-01,repeat,bronze,156,2023-08-07
2279,23.0,Other,Netherlands,organic,2024-03-14,repeat,bronze,250,2026-10-09
2280,68.0,Other,Spain,email,2024-04-06,one_time,none,95,2025-07-01
2281,69.0,Female,France,email,2022-11-16,one_time,none,17,2024-10-23
2282,63.0,Male,Germany,paid_search,2024-01-22,one_time,none,117,2026-04-02
2283,42.0,Male,UK,email,2019-08-23,repeat,bronze,333,2022-02-13
2284,,Male,France,social,2023-03-23,one_time,none,522,2025-03-23
2285,35.0,Other,Netherlands,social,2019-11-28,one_time,none,80,2020-11-29
2286,,Male,Germany,email,2022-04-16,one_time,none,646,2023-02-05
2287,38.0,Other,Netherlands,organic,2024-02-22,churned,none,432,2026-06-03
2288,60.0,Male,US,social,2024-08-18,one_time,none,203,2025-09-06
2289,50.0,Male,Canada,referral,2019-12-14,repeat,bronze,116,2021-01-06
2290,27.0,Female,UK,paid_search,2024-04-23,one_time,none,220,2026-07-22
2291,54.0,Female,UK,referral,2020-09-05,repeat,bronze,253,2021-05-09
2292,46.0,Other,Spain,email,2021-12-21,one_time,none,169,2022-12-06
2293,,Male,Canada,paid_search,2023-12-09,one_time,none,316,2026-05-06
2294,54.0,Male,Spain,organic,2024-01-07,repeat,bronze,717,2026-01-24
2295,42.0,Female,Spain,social,2023-07-01,one_time,none,372,2025-05-25
2296,24.0,Male,Canada,social,2020-06-20,one_time,none,760,2022-06-12
2297,29.0,Female,Spain,email,2024-07-28,one_time,none,583,2025-03-26
2298,64.0,Female,Canada,paid_search,2021-07-08,one_time,none,156,2023-09-30
2299,51.0,Other,Netherlands,organic,2021-09-04,one_time,none,614,2024-05-13
2300,43.0,Female,Germany,email,2020-11-06,one_time,none,13,2021-06-26
2301,32.0,Female,France,referral,2023-02-01,loyal,silver,508,2025-02-16
2302,24.0,Male,Spain,Email,2020-07-03,repeat,bronze,465,2023-02-03
2303,22.0,Female,US,email,2020-03-02,repeat,bronze,783,2022-09-13
2304,34.0,Female,Canada,referral,2024-09-24,one_time,none,220,2025-03-25
2305,20.0,Male,Germany,email,2023-08-28,vip,gold,15,2025-08-08
2306,69.0,Female,US,paid_search,2022-04-08,one_time,none,750,2023-07-10
2307,69.0,Female,Spain,organic,2021-01-26,one_time,none,117,2023-03-19
2308,57.0,Male,Spain,email,2020-06-28,repeat,bronze,331,2021-05-10
2309,29.0,Other,Netherlands,paid_search,2023-01-08,one_time,none,56,2025-03-04
2310,56.0,Male,Spain,organic,2022-05-20,one_time,none,351,2023-05-05
2311,24.0,Female,Australia,email,2023-02-18,repeat,bronze,132,2024-05-28
2312,24.0,Male,UK,social,2019-09-19,loyal,silver,226,2021-06-01
2313,65.0,Other,UK,organic,2022-11-21,repeat,bronze,308,2024-04-29
2314,62.0,Male,Spain,organic,2024-06-22,repeat,bronze,475,2026-03-17
2315,24.0,Other,Australia,paid_search,2023-07-06,churned,none,222,2023-12-31
2316,68.0,Male,US,paid_search,2022-07-17,one_time,none,173,2024-02-08
2317,30.0,Male,US,social,2019-09-25,one_time,none,340,2021-07-20
2318,67.0,Male,Canada,referral,2020-04-28,one_time,none,797,2022-11-12
2319,29.0,Male,Spain,paid_search,2024-02-02,repeat,bronze,506,2025-06-27
2320,67.0,Other,US,Email,2019-08-31,repeat,bronze,157,2020-08-20
2321,39.0,Male,France,email,2021-12-06,vip,gold,151,2024-07-31
2322,36.0,Other,Germany,paid_search,2023-03-25,repeat,bronze,697,2023-05-22
2323,35.0,Female,US,email,2021-04-17,repeat,bronze,178,2022-01-30
2324,40.0,Male,Germany,paid_search,2020-05-29,one_time,none,533,2022-05-26
2325,61.0,Other,UK,organic,2020-07-23,loyal,silver,112,2023-03-08
2326,63.0,Male,Germany,referral,2022-03-11,churned,none,683,2022-06-23
2327,33.0,Male,France,referral,2021-06-24,loyal,silver,138,2023-01-31
2328,31.0,Female,US,referral,2024-04-24,one_time,none,233,2025-12-25
2329,,Other,UK,paid_search,2024-10-14,repeat,bronze,332,2026-03-25
2330,38.0,Other,Spain,social,2020-09-15,one_time,none,542,2021-12-04
2331,62.0,Other,US,referral,2020-12-30,one_time,none,307,2023-06-26
2332,50.0,Other,Australia,social,2021-10-05,one_time,none,161,2023-10-26
2333,25.0,Male,Australia,email,2022-10-29,repeat,bronze,402,2024-12-17
2334,69.0,Male,France,email,2023-04-18,repeat,bronze,590,2024-04-21
2335,60.0,Male,Australia,email,2019-09-04,one_time,none,278,2020-08-06
2336,,Male,Spain,social,2023-12-14,one_time,none,320,2025-12-16
2337,33.0,Male,France,paid_search,2024-10-02,repeat,bronze,533,2027-04-03
2338,45.0,Male,Australia,paid_Search,2023-01-01,one_time,none,497,2024-10-06
2339,18.0,Other,Australia,organic,2022-02-27,one_time,none,363,2022-11-24
2340,32.0,Female,Australia,paid_search,2021-05-09,repeat,bronze,372,2022-02-15
2341,59.0,Other,Netherlands,email,2019-07-22,loyal,silver,655,2022-03-13
2342,35.0,Other,Netherlands,social,2023-10-20,one_time,none,36,2024-06-25
2343,66.0,Female,France,social,2020-01-01,one_time,none,303,2021-03-02
2344,30.0,Other,Australia,referral,2020-01-26,one_time,none,438,2021-01-25
2345,,Other,France,email,2024-09-21,vip,gold,726,2026-10-19
2346,26.0,Female,Spain,email,2021-10-25,repeat,bronze,32,2023-11-07
2347,46.0,Other,Canada,referral,2023-05-23,repeat,bronze,186,2023-07-20
2348,59.0,Male,US,referral,2023-09-29,one_time,none,174,2025-03-05
2349,69.0,Male,Canada,paid_search,2020-04-15,repeat,bronze,566,2022-12-29
2350,40.0,Other,UK,social,2022-12-13,one_time,none,673,2025-01-04
2351,,Other,Netherlands,email,2020-04-23,repeat,bronze,250,2021-10-06
2352,43.0,Other,Spain,organic,2019-10-18,vip,gold,763,2020-04-18
2353,20.0,Female,France,paid_search,2024-05-23,repeat,bronze,279,2025-02-07
2354,64.0,Female,France,email,2019-09-30,loyal,silver,683,2020-02-08
2355,22.0,Male,Canada,email,2019-02-28,repeat,bronze,695,2021-07-03
2356,25.0,Female,Canada,email,2022-06-05,one_time,none,2,2022-12-28
2357,53.0,Other,France,email,2022-07-03,vip,gold,194,2024-06-24
2358,62.0,Male,US,referral,2022-10-17,one_time,none,166,2025-05-30
2359,61.0,Female,Australia,organic,2023-01-30,repeat,bronze,759,2023-10-18
2360,33.0,Other,Spain,organic,2024-03-18,one_time,none,756,2024-04-28
2361,68.0,Male,Spain,organic,2019-04-30,one_time,none,110,2019-12-01
2362,52.0,Male,Netherlands,referral,2022-12-20,repeat,bronze,380,2025-02-17
2363,48.0,Female,Netherlands,email,2020-07-15,one_time,none,583,2023-03-03
2364,47.0,Other,Germany,email,2019-08-21,repeat,bronze,676,2020-06-11
2365,23.0,Female,Spain,social,2021-12-15,repeat,bronze,285,2024-07-03
2366,37.0,Other,Canada,paid_search,2021-09-09,one_time,none,421,2022-02-20
2367,39.0,Male,Netherlands,referral,2021-09-30,one_time,none,113,2023-11-25
2368,39.0,Male,Spain,social,2020-09-09,repeat,bronze,228,2020-11-08
2369,30.0,Male,Netherlands,referral,2024-02-07,one_time,none,471,2026-07-14
2370,58.0,Male,Spain,organic,2022-07-06,repeat,bronze,528,2023-11-03
2371,,Female,Germany,organic,2019-05-11,repeat,bronze,496,2020-02-23
2372,69.0,Male,UK,organic,2023-07-05,loyal,silver,31,2023-11-15
2373,58.0,Other,Netherlands,paid_search,2019-06-04,repeat,bronze,162,2020-09-06
2374,46.0,Female,Canada,organic,2024-05-09,repeat,bronze,705,2025-06-24
2375,,Male,Canada,email,2021-09-21,repeat,bronze,722,2023-02-01
2376,67.0,Other,US,referral,2024-01-26,one_time,none,378,2025-07-21
2377,61.0,Male,Canada,paid_search,2020-04-29,one_time,none,446,2022-12-25
2378,52.0,Male,Canada,Email,2024-08-25,loyal,silver,744,2027-05-01
2379,29.0,Male,Canada,paid_search,2024-09-13,repeat,bronze,427,2027-05-16
2380,59.0,Male,Germany,social,2019-10-30,loyal,silver,696,2020-06-22
2381,38.0,Male,Netherlands,referral,2024-03-08,loyal,silver,504,2026-01-13
2382,52.0,Male,Canada,organic,2019-03-16,loyal,silver,527,2020-07-04
2383,59.0,Male,Australia,social,2024-10-25,vip,gold,721,2027-01-15
2384,37.0,Male,Spain,social,2021-02-12,repeat,bronze,684,2021-06-10
2385,22.0,Other,Spain,social,2021-11-25,one_time,none,778,2022-07-07
2386,55.0,Other,Australia,social,2020-09-22,repeat,bronze,532,2021-12-09
2387,46.0,Other,Canada,referral,2023-06-12,one_time,none,582,2023-11-10
2388,60.0,Male,Netherlands,paid_search,2019-11-26,repeat,bronze,520,2021-03-31
2389,61.0,Female,Netherlands,social,2022-05-23,repeat,bronze,34,2022-10-15
2390,44.0,Male,Canada,social,2022-04-29,repeat,bronze,736,2022-12-10
2391,26.0,Other,Germany,referral,2021-07-24,one_time,none,691,2021-09-27
2392,59.0,Male,Germany,organic,2021-04-06,one_time,none,758,2021-07-11
2393,45.0,Female,Australia,Email,2022-07-21,repeat,bronze,490,2024-05-25
2394,19.0,Female,Canada,email,2021-12-21,one_time,none,772,2022-10-27
2395,35.0,Male,France,social,2022-05-20,loyal,silver,620,2023-10-10
2396,43.0,Other,UK,social,2021-03-09,one_time,none,754,2021-04-18
2397,48.0,Other,Netherlands,paid_search,2024-04-12,one_time,none,423,2027-01-04
2398,58.0,Other,Netherlands,email,2021-04-24,one_time,none,468,2023-05-23
2399,36.0,Female,France,referral,2020-03-22,repeat,bronze,24,2021-03-08
2400,62.0,Male,UK,organic,2021-05-28,repeat,bronze,216,2023-04-25
2401,34.0,Other,Netherlands,paid_search,2021-02-13,one_time,none,55,2021-11-09
2402,48.0,Female,US,paid_Search,2022-03-31,one_time,none,26,2022-06-28
2403,42.0,Other,Germany,organic,2020-10-25,repeat,bronze,281,2022-09-04
2404,27.0,Other,Netherlands,referral,2020-01-26,one_time,none,327,2021-09-08
2405,18.0,Other,Australia,social,2019-08-23,repeat,bronze,186,2021-07-31
2406,43.0,Other,Australia,referral,2024-02-05,repeat,bronze,495,2024-08-17
2407,18.0,Male,Germany,email,2019-01-11,one_time,none,12,2021-05-20
2408,35.0,Female,Spain,referral,2020-01-21,one_time,none,641,2020-08-26
2409,42.0,Other,Spain,email,2019-06-24,churned,none,434,2020-11-21
2410,64.0,Male,UK,referral,2023-11-01,repeat,bronze,208,2024-03-01
2411,63.0,Other,Germany,Email,2020-10-28,repeat,bronze,133,2023-02-10
2412,44.0,Other,US,email,2019-05-08,one_time,none,339,2021-11-10
2413,41.0,Male,France,referral,2022-03-08,repeat,bronze,196,2023-01-20
2414,26.0,Female,Spain,referral,2022-08-19,one_time,none,262,2024-02-08
2415,65.0,Female,France,referral,2020-08-18,repeat,bronze,282,2020-11-30
2416,28.0,Female,France,Email,2020-11-14,churned,none,369,2022-06-23
2417,31.0,Male,Canada,social,2020-02-25,one_time,none,103,2021-05-27
2418,69.0,Female,Canada,paid_search,2019-02-17,one_time,none,632,2020-04-06
2419,,Other,Germany,referral,2021-01-12,one_time,none,183,2021-04-04
2420,,Female,US,email,2019-03-19,one_time,none,423,2019-10-09
2421,55.0,Other,Netherlands,paid_search,2020-07-06,one_time,none,9,2022-06-08
2422,63.0,Female,US,social,2022-06-20,one_time,none,557,2024-02-18
2423,19.0,Other,Spain,paid_search,2020-09-22,loyal,silver,244,2022-02-07
2424,36.0,Other,Canada,social,2021-02-03,repeat,bronze,782,2023-09-01
2425,30.0,Other,Spain,organic,2019-09-21,one_time,none,624,2020-10-15
2426,67.0,Female,Australia,referral,2023-09-14,vip,gold,567,2024-07-09
2427,56.0,Female,Spain,organic,2023-10-06,one_time,none,393,2024-12-15
2428,29.0,Female,Australia,organic,2021-11-24,churned,none,527,2022-04-26
2429,,Other,UK,social,2024-02-05,one_time,none,37,2026-01-28
2430,58.0,Female,UK,organic,2021-07-16,loyal,silver,178,2022-08-25
2431,39.0,Male,Germany,email,2023-05-11,repeat,bronze,639,2024-07-05
2432,57.0,Female,US,referral,2023-10-01,loyal,silver,629,2024-04-29
2433,52.0,Other,UK,social,2024-05-08,churned,none,72,2024-07-12
2434,45.0,Male,France,organic,2022-05-24,one_time,none,352,2023-01-20
2435,41.0,Other,France,organic,2020-11-07,churned,none,623,2023-05-21
2436,47.0,Other,UK,organic,2022-12-31,one_time,none,149,2025-09-03
2437,69.0,Female,France,email,2022-03-29,one_time,none,697,2022-09-08
2438,30.0,Female,Spain,social,2019-01-13,one_time,none,105,2021-06-25
2439,25.0,Female,France,paid_search,2020-10-16,repeat,bronze,659,2023-05-27
2440,60.0,Male,Netherlands,social,2019-10-13,one_time,none,221,2021-10-01
2441,52.0,Female,Netherlands,paid_search,2020-01-21,repeat,bronze,374,2021-12-28
2442,68.0,Male,France,paid_Search,2023-11-03,repeat,bronze,518,2026-06-15
2443,20.0,Male,Netherlands,email,2020-12-21,loyal,silver,260,2022-05-25
2444,19.0,Female,UK,social,2023-02-10,loyal,silver,299,2025-07-07
2445,44.0,Other,France,organic,2023-09-05,repeat,bronze,42,2026-01-22
2446,39.0,Other,Australia,paid_Search,2019-03-09,one_time,none,771,2020-06-18
2447,47.0,Male,France,paid_search,2024-07-25,one_time,none,492,2026-12-10
2448,60.0,Male,Canada,referral,2023-08-05,one_time,none,439,2023-10-19
2449,38.0,Male,Netherlands,referral,2023-05-10,one_time,none,783,2025-04-06
2450,48.0,Female,Australia,social,2019-03-14,one_time,none,47,2020-05-17
2451,23.0,Female,Canada,organic,2019-08-04,one_time,none,85,2021-01-02
2452,63.0,Other,US,social,2024-10-22,churned,none,686,2026-01-26
2453,69.0,Male,Canada,email,2021-09-03,repeat,bronze,58,2022-12-04
2454,64.0,Male,US,email,2020-04-25,one_time,none,711,2022-06-11
2455,48.0,Female,Canada,organic,2020-10-28,repeat,bronze,209,2023-03-04
2456,49.0,Female,France,paid_search,2020-02-06,one_time,none,248,2021-09-29
2457,18.0,Male,Germany,social,2022-01-14,repeat,bronze,211,2023-07-14
2458,57.0,Other,US,social,2024-06-20,repeat,bronze,39,2027-03-11
2459,31.0,Female,France,referral,2019-12-29,repeat,bronze,252,2021-05-03
2460,24.0,Other,Australia,social,2022-08-15,repeat,bronze,643,2025-05-06
2461,50.0,Male,Netherlands,social,2024-03-26,churned,none,762,2026-10-14
2462,24.0,Other,Netherlands,referral,2022-02-02,loyal,silver,413,2022-08-31
2463,,Other,Australia,paid_search,2019-01-17,repeat,bronze,446,2019-07-10
2464,33.0,Male,Canada,organic,2019-06-07,repeat,bronze,52,2021-10-10
2465,68.0,Other,Australia,paid_search,2020-09-21,repeat,bronze,374,2021-07-12
2466,62.0,Other,Canada,referral,2019-01-21,one_time,none,526,2021-02-23
2467,,Male,UK,social,2024-03-09,one_time,none,156,2025-05-18
2468,30.0,Female,Canada,organic,2020-08-09,one_time,none,542,2022-11-29
2469,19.0,Female,Canada,email,2021-01-13,repeat,bronze,90,2023-10-08
2470,59.0,Male,Spain,referral,2023-11-07,repeat,bronze,679,2026-07-18
2471,,Female,Canada,organic,2022-07-24,one_time,none,351,2024-12-17
2472,,Female,Australia,referral,2020-11-04,churned,none,69,2022-04-01
2473,36.0,Female,UK,email,2020-02-11,vip,gold,163,2021-07-06
2474,43.0,Female,France,email,2023-10-22,repeat,bronze,242,2024-07-14
2475,31.0,Other,France,referral,2023-10-13,repeat,bronze,495,2025-04-19
2476,46.0,Other,Netherlands,referral,2024-01-13,loyal,silver,383,2025-01-15
2477,29.0,Male,Netherlands,email,2020-12-06,one_time,none,52,2021-09-29
2478,28.0,Female,Netherlands,referral,2020-11-05,loyal,silver,654,2023-06-24
2479,31.0,Female,UK,organic,2020-11-21,one_time,none,63,2021-09-12
2480,50.0,Female,Spain,paid_Search,2024-01-24,loyal,silver,509,2025-08-03
2481,42.0,Female,US,email,2022-10-05,one_time,none,292,2023-02-03
2482,48.0,Other,France,organic,2021-04-19,loyal,silver,91,2022-01-21
2483,58.0,Male,Netherlands,referral,2021-02-19,vip,gold,664,2021-04-08
2484,29.0,Male,Australia,email,2022-12-02,one_time,none,424,2025-05-21
2485,21.0,Other,Spain,email,2023-01-10,repeat,bronze,669,2024-03-04
2486,31.0,Male,Australia,paid_search,2020-06-30,churned,none,365,2021-08-21
